net,fanin,fanout,gate_count,num_gate_types,num_instances,y_any,design,trojan
n4382,1,2,3,1,3,0,s35932,T100
n4302,1,4,5,2,5,0,s35932,T100
n4303,1,4,5,2,5,0,s35932,T100
n4381,1,2,3,1,3,0,s35932,T100
n4304,1,4,5,2,5,0,s35932,T100
n4305,1,4,5,2,5,0,s35932,T100
n4380,1,2,3,1,3,0,s35932,T100
n4306,1,4,5,2,5,0,s35932,T100
n4307,1,4,5,2,5,0,s35932,T100
n4379,1,2,3,1,3,0,s35932,T100
n4308,1,4,5,2,5,0,s35932,T100
n4309,1,4,5,2,5,0,s35932,T100
n4378,1,2,3,1,3,0,s35932,T100
n4310,1,4,5,2,5,0,s35932,T100
n4311,1,4,5,2,5,0,s35932,T100
n4341,1,4,5,2,5,0,s35932,T100
n4362,1,2,3,1,3,0,s35932,T100
n4343,1,4,5,2,5,0,s35932,T100
n4342,1,4,5,2,5,0,s35932,T100
n4361,1,2,3,1,3,0,s35932,T100
n4344,1,4,5,2,5,0,s35932,T100
n4360,1,2,3,1,3,0,s35932,T100
n4347,1,4,5,2,5,0,s35932,T100
n4346,1,4,5,2,5,0,s35932,T100
n4345,1,4,5,2,5,0,s35932,T100
n2153,2,8,9,2,9,0,s35932,T100
n4281,1,2,3,1,3,0,s35932,T100
n4282,1,2,3,1,3,0,s35932,T100
n4279,1,2,3,1,3,0,s35932,T100
n4280,1,2,3,1,3,0,s35932,T100
n4143,1,1,2,1,2,0,s35932,T100
n4270,1,2,3,1,3,0,s35932,T100
n4521,1,2,3,1,3,0,s35932,T100
n4520,1,2,3,1,3,0,s35932,T100
n4508,1,2,3,1,3,0,s35932,T100
n4509,1,2,3,1,3,0,s35932,T100
n4510,1,2,3,1,3,0,s35932,T100
n4511,1,2,3,1,3,0,s35932,T100
n4512,1,2,3,1,3,0,s35932,T100
n4514,1,2,3,1,3,0,s35932,T100
n4515,1,2,3,1,3,0,s35932,T100
n4516,1,2,3,1,3,0,s35932,T100
n4517,1,2,3,1,3,0,s35932,T100
n4518,1,2,3,1,3,0,s35932,T100
n4519,1,2,3,1,3,0,s35932,T100
n4513,1,2,3,1,3,0,s35932,T100
n4667,1,2,3,1,3,0,s35932,T100
n4581,1,15,16,2,16,0,s35932,T100
n4582,1,15,16,2,16,0,s35932,T100
n4666,1,2,3,1,3,0,s35932,T100
n4583,1,15,16,2,16,0,s35932,T100
n4665,1,2,3,1,3,0,s35932,T100
n4585,1,15,16,2,16,0,s35932,T100
n4664,1,2,3,1,3,0,s35932,T100
n4587,1,15,16,2,16,0,s35932,T100
n4654,1,2,3,1,3,0,s35932,T100
n4608,1,15,16,2,16,0,s35932,T100
n4653,1,2,3,1,3,0,s35932,T100
n4609,1,15,16,2,16,0,s35932,T100
n4610,1,15,16,2,16,0,s35932,T100
n4652,1,2,3,1,3,0,s35932,T100
n4611,1,15,16,2,16,0,s35932,T100
n4612,1,15,16,3,16,0,s35932,T100
n4651,1,2,3,1,3,0,s35932,T100
n4613,1,15,16,2,16,0,s35932,T100
n4607,1,15,16,2,16,0,s35932,T100
n4641,1,2,3,1,3,0,s35932,T100
n4634,1,15,16,2,16,0,s35932,T100
n4640,1,2,3,1,3,0,s35932,T100
n4635,1,15,16,3,16,0,s35932,T100
n4636,1,15,16,2,16,0,s35932,T100
n4649,1,2,3,1,3,0,s35932,T100
n4617,1,15,16,2,16,0,s35932,T100
n4618,1,15,16,2,16,0,s35932,T100
n4648,1,2,3,1,3,0,s35932,T100
n4619,1,15,16,2,16,0,s35932,T100
n4620,1,15,16,3,16,0,s35932,T100
n4647,1,2,3,1,3,0,s35932,T100
n4621,1,15,16,2,16,0,s35932,T100
n4645,1,2,3,1,3,0,s35932,T100
n4625,1,15,16,2,16,0,s35932,T100
n4626,1,15,16,2,16,0,s35932,T100
n4644,1,2,3,1,3,0,s35932,T100
n4627,1,15,16,2,16,0,s35932,T100
n4669,1,2,3,1,3,0,s35932,T100
n4578,1,15,16,2,16,0,s35932,T100
n4577,1,15,16,2,16,0,s35932,T100
n4670,1,2,3,1,3,0,s35932,T100
n4576,1,15,16,2,16,0,s35932,T100
n4575,1,15,16,2,16,0,s35932,T100
n4671,1,2,3,1,3,0,s35932,T100
n4573,1,15,16,3,16,0,s35932,T100
n4672,1,2,3,1,3,0,s35932,T100
n4572,1,15,16,3,16,0,s35932,T100
n4574,1,15,16,3,16,0,s35932,T100
n4588,1,15,16,2,16,0,s35932,T100
n4663,1,2,3,1,3,0,s35932,T100
n4589,1,15,16,2,16,0,s35932,T100
n4590,1,15,16,3,16,0,s35932,T100
n4662,1,2,3,1,3,0,s35932,T100
n4591,1,15,16,2,16,0,s35932,T100
n4592,1,15,16,3,16,0,s35932,T100
n4661,1,2,3,1,3,0,s35932,T100
n4593,1,15,16,2,16,0,s35932,T100
n4594,1,15,16,2,16,0,s35932,T100
n4660,1,2,3,1,3,0,s35932,T100
n4595,1,15,16,3,16,0,s35932,T100
n4584,1,15,16,3,16,0,s35932,T100
n4668,1,2,3,1,3,0,s35932,T100
n4579,1,15,16,3,16,0,s35932,T100
n4580,1,15,16,3,16,0,s35932,T100
n4614,1,15,16,3,16,0,s35932,T100
n4650,1,2,3,1,3,0,s35932,T100
n4615,1,15,16,2,16,0,s35932,T100
n4616,1,15,16,2,16,0,s35932,T100
n4596,1,15,16,3,16,0,s35932,T100
n4659,1,2,3,1,3,0,s35932,T100
n4597,1,15,16,2,16,0,s35932,T100
n4598,1,15,16,2,16,0,s35932,T100
n4658,1,2,3,1,3,0,s35932,T100
n4599,1,15,16,2,16,0,s35932,T100
n4600,1,15,16,2,16,0,s35932,T100
n4657,1,2,3,1,3,0,s35932,T100
n4601,1,15,16,3,16,0,s35932,T100
n4602,1,15,16,3,16,0,s35932,T100
n4656,1,2,3,1,3,0,s35932,T100
n4603,1,15,16,3,16,0,s35932,T100
n4604,1,15,16,2,16,0,s35932,T100
n4655,1,2,3,1,3,0,s35932,T100
n4605,1,15,16,2,16,0,s35932,T100
n4606,1,15,16,2,16,0,s35932,T100
n4628,1,15,16,2,16,0,s35932,T100
n4643,1,2,3,1,3,0,s35932,T100
n4629,1,15,16,2,16,0,s35932,T100
n4630,1,15,16,2,16,0,s35932,T100
n4642,1,2,3,1,3,0,s35932,T100
n4631,1,15,16,2,16,0,s35932,T100
n4632,1,15,16,2,16,0,s35932,T100
n4633,1,15,16,3,16,0,s35932,T100
n4622,1,15,16,3,16,0,s35932,T100
n4646,1,2,3,1,3,0,s35932,T100
n4623,1,15,16,2,16,0,s35932,T100
n4624,1,15,16,2,16,0,s35932,T100
n4678,1,2,3,1,3,0,s35932,T100
n4559,1,11,12,2,12,0,s35932,T100
n4677,1,2,3,1,3,0,s35932,T100
n4561,1,11,12,2,12,0,s35932,T100
n4557,1,11,12,2,12,0,s35932,T100
n4675,1,2,3,1,3,0,s35932,T100
n4565,1,11,12,2,12,0,s35932,T100
n4676,1,2,3,1,3,0,s35932,T100
n4564,1,11,12,2,12,0,s35932,T100
n4680,1,2,3,1,3,0,s35932,T100
n4556,1,11,12,2,12,0,s35932,T100
n4563,1,11,12,2,12,0,s35932,T100
n4562,1,11,12,2,12,0,s35932,T100
n4560,1,11,12,2,12,0,s35932,T100
n4674,1,2,3,1,3,0,s35932,T100
n4568,1,11,12,2,12,0,s35932,T100
n4673,1,2,3,1,3,0,s35932,T100
n4570,1,11,12,2,12,0,s35932,T100
n4569,1,11,12,2,12,0,s35932,T100
n4566,1,11,12,2,12,0,s35932,T100
n4567,1,11,12,2,12,0,s35932,T100
n4692,1,2,3,1,3,0,s35932,T100
n4532,1,10,11,2,11,0,s35932,T100
n4531,1,10,11,2,11,0,s35932,T100
n4683,1,2,3,1,3,0,s35932,T100
n4549,1,10,11,2,11,0,s35932,T100
n4550,1,10,11,2,11,0,s35932,T100
n4682,1,2,3,1,3,0,s35932,T100
n4551,1,10,11,2,11,0,s35932,T100
n4688,1,2,3,1,3,0,s35932,T100
n4540,1,10,11,2,11,0,s35932,T100
n4687,1,2,3,1,3,0,s35932,T100
n4541,1,10,11,2,11,0,s35932,T100
n4684,1,2,3,1,3,0,s35932,T100
n4547,1,10,11,2,11,0,s35932,T100
n4685,1,2,3,1,3,0,s35932,T100
n4545,1,10,11,2,11,0,s35932,T100
n4693,1,2,3,1,3,0,s35932,T100
n4529,1,10,11,2,11,0,s35932,T100
n4555,1,10,11,2,11,0,s35932,T100
n4552,1,10,11,2,11,0,s35932,T100
n4681,1,2,3,1,3,0,s35932,T100
n4554,1,10,11,2,11,0,s35932,T100
n4553,1,10,11,2,11,0,s35932,T100
n4548,1,10,11,2,11,0,s35932,T100
n4530,1,10,11,2,11,0,s35932,T100
n4689,1,2,3,1,3,0,s35932,T100
n4537,1,10,11,2,11,0,s35932,T100
n4538,1,10,11,2,11,0,s35932,T100
n4546,1,10,11,2,11,0,s35932,T100
n4686,1,2,3,1,3,0,s35932,T100
n4544,1,10,11,2,11,0,s35932,T100
n4543,1,10,11,2,11,0,s35932,T100
n4542,1,10,11,2,11,0,s35932,T100
n4539,1,10,11,2,11,0,s35932,T100
n4690,1,2,3,1,3,0,s35932,T100
n4535,1,10,11,2,11,0,s35932,T100
n4691,1,2,3,1,3,0,s35932,T100
n4534,1,10,11,2,11,0,s35932,T100
n4533,1,10,11,2,11,0,s35932,T100
n4536,1,10,11,2,11,0,s35932,T100
n4571,1,12,13,3,13,0,s35932,T100
n3278,2,2,3,2,3,0,s35932,T100
n4766,1,10,11,3,11,0,s35932,T100
n4743,1,13,14,3,14,0,s35932,T100
n4357,1,2,3,1,3,0,s35932,T100
n4352,1,4,5,2,5,0,s35932,T100
n4358,1,2,3,1,3,0,s35932,T100
n4351,1,4,5,2,5,0,s35932,T100
n4359,1,2,3,1,3,0,s35932,T100
n4349,1,4,5,2,5,0,s35932,T100
n4348,1,4,5,2,5,0,s35932,T100
n4350,1,4,5,2,5,0,s35932,T100
n4353,1,4,5,3,5,0,s35932,T100
n4356,1,2,3,1,3,0,s35932,T100
n4354,1,4,5,2,5,0,s35932,T100
n4355,1,4,5,2,5,0,s35932,T100
n4283,1,1,2,1,2,0,s35932,T100
n2152,2,5,6,2,6,0,s35932,T100
n4522,1,2,3,1,3,0,s35932,T100
n4528,1,2,3,1,3,0,s35932,T100
n4527,1,2,3,1,3,0,s35932,T100
n4525,1,2,3,1,3,0,s35932,T100
n4524,1,2,3,1,3,0,s35932,T100
n4523,1,2,3,1,3,0,s35932,T100
n4526,1,2,3,1,3,0,s35932,T100
n4399,1,2,3,1,3,0,s35932,T100
n4400,1,2,3,1,3,0,s35932,T100
n4401,1,2,3,1,3,0,s35932,T100
n4402,1,2,3,1,3,0,s35932,T100
n4403,1,2,3,1,3,0,s35932,T100
n4404,1,2,3,1,3,0,s35932,T100
n4405,1,2,3,1,3,0,s35932,T100
n4392,1,2,3,1,3,0,s35932,T100
n4393,1,2,3,1,3,0,s35932,T100
n4394,1,2,3,1,3,0,s35932,T100
n4701,1,2,3,1,3,0,s35932,T100
n4395,1,2,3,1,3,0,s35932,T100
n4396,1,2,3,1,3,0,s35932,T100
n4397,1,2,3,1,3,0,s35932,T100
n4398,1,2,3,1,3,0,s35932,T100
n4406,1,2,3,1,3,0,s35932,T100
n4407,1,2,3,1,3,0,s35932,T100
n4639,1,2,3,1,3,0,s35932,T100
n4637,1,15,16,2,16,0,s35932,T100
n4638,1,5,6,2,6,0,s35932,T100
n4694,1,2,3,1,3,0,s35932,T100
n4707,1,2,3,1,3,0,s35932,T100
n4708,1,2,3,1,3,0,s35932,T100
n4714,1,2,3,1,3,0,s35932,T100
n4699,1,2,3,1,3,0,s35932,T100
n4713,1,2,3,1,3,0,s35932,T100
n4720,1,2,3,1,3,0,s35932,T100
n4716,1,2,3,1,3,0,s35932,T100
n4700,1,2,3,1,3,0,s35932,T100
n4718,1,2,3,1,3,0,s35932,T100
n4698,1,2,3,1,3,0,s35932,T100
n4696,1,2,3,1,3,0,s35932,T100
n4706,1,2,3,1,3,0,s35932,T100
n4705,1,2,3,1,3,0,s35932,T100
n4702,1,2,3,1,3,0,s35932,T100
n4697,1,2,3,1,3,0,s35932,T100
n4709,1,2,3,1,3,0,s35932,T100
n4710,1,2,3,1,3,0,s35932,T100
n4704,1,2,3,1,3,0,s35932,T100
n4703,1,2,3,1,3,0,s35932,T100
n4695,1,2,3,1,3,0,s35932,T100
n4715,1,2,3,1,3,0,s35932,T100
n4711,1,2,3,1,3,0,s35932,T100
n4712,1,2,3,1,3,0,s35932,T100
n4719,1,2,3,1,3,0,s35932,T100
n4717,1,2,3,1,3,0,s35932,T100
n4753,1,3,4,2,4,0,s35932,T100
n4771,1,3,4,2,4,0,s35932,T100
n4774,1,3,4,3,4,0,s35932,T100
n2148,2,7,8,2,8,0,s35932,T100
n4415,1,2,3,1,3,0,s35932,T100
n4414,1,2,3,1,3,0,s35932,T100
n4413,1,2,3,1,3,0,s35932,T100
n4409,1,2,3,1,3,0,s35932,T100
n4412,1,2,3,1,3,0,s35932,T100
n4418,1,2,3,1,3,0,s35932,T100
n4417,1,2,3,1,3,0,s35932,T100
n4732,1,2,3,1,3,0,s35932,T100
n4416,1,2,3,1,3,0,s35932,T100
n4411,1,2,3,1,3,0,s35932,T100
n4408,1,2,3,1,3,0,s35932,T100
n4754,1,3,4,2,4,0,s35932,T100
n4744,1,13,14,2,14,0,s35932,T100
n4755,1,3,4,2,4,0,s35932,T100
n4745,1,13,14,2,14,0,s35932,T100
n4756,1,3,4,2,4,0,s35932,T100
n4746,1,13,14,2,14,0,s35932,T100
n4757,1,3,4,2,4,0,s35932,T100
n4747,1,13,14,2,14,0,s35932,T100
n4758,1,3,4,2,4,0,s35932,T100
n4748,1,13,14,2,14,0,s35932,T100
n4759,1,3,4,2,4,0,s35932,T100
n4749,1,13,14,2,14,0,s35932,T100
n4772,1,3,4,2,4,0,s35932,T100
n4768,1,9,10,2,10,0,s35932,T100
n4770,1,3,4,2,4,0,s35932,T100
n4767,1,9,10,2,10,0,s35932,T100
n4725,1,2,3,1,3,0,s35932,T100
n4724,1,2,3,1,3,0,s35932,T100
n4733,1,2,3,1,3,0,s35932,T100
n4735,1,2,3,1,3,0,s35932,T100
n4730,1,2,3,1,3,0,s35932,T100
n4731,1,2,3,1,3,0,s35932,T100
n4728,1,2,3,1,3,0,s35932,T100
n4734,1,2,3,1,3,0,s35932,T100
n4729,1,2,3,1,3,0,s35932,T100
n4727,1,2,3,1,3,0,s35932,T100
n4726,1,2,3,1,3,0,s35932,T100
n4723,1,2,3,1,3,0,s35932,T100
n4722,1,2,3,1,3,0,s35932,T100
n4721,1,1,2,1,2,0,s35932,T100
n4752,1,3,4,3,4,0,s35932,T100
n4775,1,3,4,3,4,0,s35932,T100
n4779,1,2,3,1,3,0,s35932,T100
TM0,0,2,2,1,2,0,s35932,T100
TM1,0,3,3,1,3,0,s35932,T100
n4763,1,7,8,2,8,0,s35932,T100
n4764,1,5,6,2,6,0,s35932,T100
n4778,1,5,6,1,6,0,s35932,T100
n4773,1,3,4,3,4,0,s35932,T100
n4421,1,2,3,1,3,0,s35932,T100
n4422,1,2,3,1,3,0,s35932,T100
n4419,1,2,3,1,3,0,s35932,T100
n4737,1,2,3,1,3,0,s35932,T100
n4420,1,2,3,1,3,0,s35932,T100
n4410,1,2,3,1,3,0,s35932,T100
n4760,1,3,4,2,4,0,s35932,T100
n4750,1,16,17,2,17,0,s35932,T100
n4776,1,3,4,2,4,0,s35932,T100
n4769,1,5,6,2,6,0,s35932,T100
n4739,1,2,3,1,3,0,s35932,T100
n4738,1,2,3,1,3,0,s35932,T100
n4736,1,2,3,1,3,0,s35932,T100
n4741,1,2,3,1,3,0,s35932,T100
n4740,1,2,3,1,3,0,s35932,T100
n4742,1,2,3,1,3,0,s35932,T100
n4762,1,6,7,2,7,0,s35932,T100
n4777,1,2,3,2,3,0,s35932,T100
n4780,1,2,3,1,3,0,s35932,T100
n4761,1,1,2,1,2,0,s35932,T100
n4751,1,13,14,3,14,0,s35932,T100
n2149,3,5,6,2,6,0,s35932,T100
n1729,1,7,8,2,8,0,s35932,T100
n4423,1,1,2,1,2,0,s35932,T100
n3179,2,1,2,2,2,0,s35932,T100
n2532,3,2,3,3,3,0,s35932,T100
DATA_9_9,2,0,1,1,1,0,s35932,T100
n3161,2,1,2,2,2,0,s35932,T100
n2529,3,2,3,3,3,0,s35932,T100
DATA_9_8,2,0,1,1,1,0,s35932,T100
n3159,2,1,2,2,2,0,s35932,T100
n2526,3,2,3,3,3,0,s35932,T100
DATA_9_7,2,0,1,1,1,0,s35932,T100
n3157,2,1,2,2,2,0,s35932,T100
n2523,3,2,3,3,3,0,s35932,T100
DATA_9_6,2,0,1,1,1,0,s35932,T100
n3155,2,1,2,2,2,0,s35932,T100
n2520,3,2,3,3,3,0,s35932,T100
DATA_9_5,2,0,1,1,1,0,s35932,T100
n3153,2,1,2,2,2,0,s35932,T100
n2517,3,2,3,3,3,0,s35932,T100
DATA_9_4,2,0,1,1,1,0,s35932,T100
n3336,2,1,2,2,2,0,s35932,T100
n2630,3,2,3,3,3,0,s35932,T100
DATA_9_31,2,0,1,1,1,0,s35932,T100
n3334,2,1,2,2,2,0,s35932,T100
n2615,3,2,3,3,3,0,s35932,T100
DATA_9_30,2,0,1,1,1,0,s35932,T100
n3151,2,1,2,2,2,0,s35932,T100
n2514,3,2,3,3,3,0,s35932,T100
DATA_9_3,2,0,1,1,1,0,s35932,T100
n3332,2,1,2,2,2,0,s35932,T100
n2602,3,2,3,3,3,0,s35932,T100
DATA_9_29,2,0,1,1,1,0,s35932,T100
n3330,2,1,2,2,2,0,s35932,T100
n2589,3,2,3,3,3,0,s35932,T100
DATA_9_28,2,0,1,1,1,0,s35932,T100
n3296,2,1,2,2,2,0,s35932,T100
n2586,3,2,3,3,3,0,s35932,T100
DATA_9_27,2,0,1,1,1,0,s35932,T100
n3294,2,1,2,2,2,0,s35932,T100
n2583,3,2,3,3,3,0,s35932,T100
DATA_9_26,2,0,1,1,1,0,s35932,T100
n3292,2,1,2,2,2,0,s35932,T100
n2580,3,2,3,3,3,0,s35932,T100
DATA_9_25,2,0,1,1,1,0,s35932,T100
n3290,2,1,2,2,2,0,s35932,T100
n2577,3,2,3,3,3,0,s35932,T100
DATA_9_24,2,0,1,1,1,0,s35932,T100
n3288,2,1,2,2,2,0,s35932,T100
n2574,3,2,3,3,3,0,s35932,T100
DATA_9_23,2,0,1,1,1,0,s35932,T100
n3286,2,1,2,2,2,0,s35932,T100
n2571,3,2,3,3,3,0,s35932,T100
DATA_9_22,2,0,1,1,1,0,s35932,T100
n3284,2,1,2,2,2,0,s35932,T100
n2568,3,2,3,3,3,0,s35932,T100
DATA_9_21,2,0,1,1,1,0,s35932,T100
n3282,2,1,2,2,2,0,s35932,T100
n2565,3,2,3,3,3,0,s35932,T100
DATA_9_20,2,0,1,1,1,0,s35932,T100
n3149,2,1,2,2,2,0,s35932,T100
n2511,3,2,3,3,3,0,s35932,T100
DATA_9_2,2,0,1,1,1,0,s35932,T100
n3280,2,1,2,2,2,0,s35932,T100
n2562,3,2,3,3,3,0,s35932,T100
DATA_9_19,2,0,1,1,1,0,s35932,T100
n3255,2,1,2,2,2,0,s35932,T100
n2559,3,2,3,3,3,0,s35932,T100
DATA_9_18,2,0,1,1,1,0,s35932,T100
n3211,2,1,2,2,2,0,s35932,T100
n2556,3,2,3,3,3,0,s35932,T100
DATA_9_17,2,0,1,1,1,0,s35932,T100
n3209,2,1,2,2,2,0,s35932,T100
n2553,3,2,3,3,3,0,s35932,T100
DATA_9_16,2,0,1,1,1,0,s35932,T100
n3207,2,1,2,2,2,0,s35932,T100
n2550,3,2,3,3,3,0,s35932,T100
DATA_9_15,2,0,1,1,1,0,s35932,T100
n3205,2,1,2,2,2,0,s35932,T100
n2547,3,2,3,3,3,0,s35932,T100
DATA_9_14,2,0,1,1,1,0,s35932,T100
n3203,2,1,2,2,2,0,s35932,T100
n2544,3,2,3,3,3,0,s35932,T100
DATA_9_13,2,0,1,1,1,0,s35932,T100
n3201,2,1,2,2,2,0,s35932,T100
n2541,3,2,3,3,3,0,s35932,T100
DATA_9_12,2,0,1,1,1,0,s35932,T100
n3199,2,1,2,2,2,0,s35932,T100
n2538,3,2,3,3,3,0,s35932,T100
DATA_9_11,2,0,1,1,1,0,s35932,T100
n3197,2,1,2,2,2,0,s35932,T100
n2535,3,2,3,3,3,0,s35932,T100
DATA_9_10,2,0,1,1,1,0,s35932,T100
n3147,2,1,2,2,2,0,s35932,T100
n2508,3,2,3,3,3,0,s35932,T100
DATA_9_1,2,0,1,1,1,0,s35932,T100
n3145,2,1,2,2,2,0,s35932,T100
n2505,3,2,3,3,3,0,s35932,T100
DATA_9_0,2,0,1,1,1,0,s35932,T100
RESET,0,2,2,2,2,0,s35932,T100
n4765,1,1,2,1,2,0,s35932,T100
n3466,3,1,2,1,2,0,s35932,T100
n3468,3,1,2,1,2,0,s35932,T100
n3470,3,1,2,1,2,0,s35932,T100
n3472,3,1,2,1,2,0,s35932,T100
n3474,3,1,2,1,2,0,s35932,T100
n3476,3,1,2,1,2,0,s35932,T100
n3478,3,1,2,1,2,0,s35932,T100
n3480,3,1,2,1,2,0,s35932,T100
n3482,3,1,2,1,2,0,s35932,T100
n3484,3,1,2,1,2,0,s35932,T100
n3486,3,1,2,1,2,0,s35932,T100
n3488,3,1,2,1,2,0,s35932,T100
n3490,3,1,2,1,2,0,s35932,T100
n3492,3,1,2,1,2,0,s35932,T100
n3494,3,1,2,1,2,0,s35932,T100
n3496,3,1,2,1,2,0,s35932,T100
n3498,3,1,2,1,2,0,s35932,T100
n3500,3,1,2,1,2,0,s35932,T100
n3502,3,1,2,1,2,0,s35932,T100
n3504,3,1,2,1,2,0,s35932,T100
n3506,3,1,2,1,2,0,s35932,T100
n3508,3,1,2,1,2,0,s35932,T100
n3510,3,1,2,1,2,0,s35932,T100
n3512,3,1,2,1,2,0,s35932,T100
n3514,3,1,2,1,2,0,s35932,T100
n3516,3,1,2,1,2,0,s35932,T100
n3518,3,1,2,1,2,0,s35932,T100
n3520,3,1,2,1,2,0,s35932,T100
n3522,3,1,2,1,2,0,s35932,T100
n3524,3,1,2,1,2,0,s35932,T100
n3526,3,1,2,1,2,0,s35932,T100
n3528,3,1,2,1,2,0,s35932,T100
n2154,3,2,3,3,3,0,s35932,T100
n3213,4,1,2,2,2,0,s35932,T100
DATA_0_0,0,1,1,1,1,0,s35932,T100
n2157,3,2,3,3,3,0,s35932,T100
n3215,4,1,2,2,2,0,s35932,T100
DATA_0_1,0,1,1,1,1,0,s35932,T100
n2160,3,2,3,3,3,0,s35932,T100
n3217,4,1,2,2,2,0,s35932,T100
DATA_0_2,0,1,1,1,1,0,s35932,T100
n2163,3,2,3,3,3,0,s35932,T100
n3219,4,1,2,2,2,0,s35932,T100
DATA_0_3,0,1,1,1,1,0,s35932,T100
n2166,3,2,3,3,3,0,s35932,T100
n3221,4,1,2,2,2,0,s35932,T100
DATA_0_4,0,1,1,1,1,0,s35932,T100
n2169,3,2,3,3,3,0,s35932,T100
n3223,4,1,2,2,2,0,s35932,T100
DATA_0_5,0,1,1,1,1,0,s35932,T100
n2172,3,2,3,3,3,0,s35932,T100
n3225,4,1,2,2,2,0,s35932,T100
DATA_0_6,0,1,1,1,1,0,s35932,T100
n2175,3,2,3,3,3,0,s35932,T100
n3227,4,1,2,2,2,0,s35932,T100
DATA_0_7,0,1,1,1,1,0,s35932,T100
n2178,3,2,3,3,3,0,s35932,T100
n3229,4,1,2,2,2,0,s35932,T100
DATA_0_8,0,1,1,1,1,0,s35932,T100
n2181,3,2,3,3,3,0,s35932,T100
n3231,4,1,2,2,2,0,s35932,T100
DATA_0_9,0,1,1,1,1,0,s35932,T100
n2184,3,2,3,3,3,0,s35932,T100
n3233,4,1,2,2,2,0,s35932,T100
DATA_0_10,0,1,1,1,1,0,s35932,T100
n2187,3,2,3,3,3,0,s35932,T100
n3235,4,1,2,2,2,0,s35932,T100
DATA_0_11,0,1,1,1,1,0,s35932,T100
n2190,3,2,3,3,3,0,s35932,T100
n3237,4,1,2,2,2,0,s35932,T100
DATA_0_12,0,1,1,1,1,0,s35932,T100
n2193,3,2,3,3,3,0,s35932,T100
n3239,4,1,2,2,2,0,s35932,T100
DATA_0_13,0,1,1,1,1,0,s35932,T100
n2196,3,2,3,3,3,0,s35932,T100
n3241,4,1,2,2,2,0,s35932,T100
DATA_0_14,0,1,1,1,1,0,s35932,T100
n2199,3,2,3,3,3,0,s35932,T100
n3243,4,1,2,2,2,0,s35932,T100
DATA_0_15,0,1,1,1,1,0,s35932,T100
n2202,3,2,3,3,3,0,s35932,T100
n3245,4,1,2,2,2,0,s35932,T100
DATA_0_16,0,1,1,1,1,0,s35932,T100
n2205,3,2,3,3,3,0,s35932,T100
n3247,4,1,2,2,2,0,s35932,T100
DATA_0_17,0,1,1,1,1,0,s35932,T100
n2208,3,2,3,3,3,0,s35932,T100
n3249,4,1,2,2,2,0,s35932,T100
DATA_0_18,0,1,1,1,1,0,s35932,T100
n2211,3,2,3,3,3,0,s35932,T100
n3251,4,1,2,2,2,0,s35932,T100
DATA_0_19,0,1,1,1,1,0,s35932,T100
n2214,3,2,3,3,3,0,s35932,T100
n3253,4,1,2,2,2,0,s35932,T100
DATA_0_20,0,1,1,1,1,0,s35932,T100
n2217,3,2,3,3,3,0,s35932,T100
n3257,4,1,2,2,2,0,s35932,T100
DATA_0_21,0,1,1,1,1,0,s35932,T100
n2220,3,2,3,3,3,0,s35932,T100
n3259,4,1,2,2,2,0,s35932,T100
DATA_0_22,0,1,1,1,1,0,s35932,T100
n2223,3,2,3,3,3,0,s35932,T100
n3261,4,1,2,2,2,0,s35932,T100
DATA_0_23,0,1,1,1,1,0,s35932,T100
n2226,3,2,3,3,3,0,s35932,T100
n3263,4,1,2,2,2,0,s35932,T100
DATA_0_24,0,1,1,1,1,0,s35932,T100
n2229,3,2,3,3,3,0,s35932,T100
n3265,4,1,2,2,2,0,s35932,T100
DATA_0_25,0,1,1,1,1,0,s35932,T100
n2232,3,2,3,3,3,0,s35932,T100
n3267,4,1,2,2,2,0,s35932,T100
DATA_0_26,0,1,1,1,1,0,s35932,T100
n2235,3,2,3,3,3,0,s35932,T100
n3269,4,1,2,2,2,0,s35932,T100
DATA_0_27,0,1,1,1,1,0,s35932,T100
n2238,3,2,3,3,3,0,s35932,T100
n3271,4,1,2,2,2,0,s35932,T100
DATA_0_28,0,1,1,1,1,0,s35932,T100
n2241,3,2,3,3,3,0,s35932,T100
n3273,4,1,2,2,2,0,s35932,T100
DATA_0_29,0,1,1,1,1,0,s35932,T100
n2244,3,2,3,3,3,0,s35932,T100
n3275,4,1,2,2,2,0,s35932,T100
DATA_0_30,0,1,1,1,1,0,s35932,T100
n2150,3,2,3,3,3,0,s35932,T100
n2151,4,1,2,2,2,0,s35932,T100
n2155,3,2,3,3,3,0,s35932,T100
n2156,4,1,2,2,2,0,s35932,T100
n2158,3,2,3,3,3,0,s35932,T100
n2159,4,1,2,2,2,0,s35932,T100
n2161,3,2,3,3,3,0,s35932,T100
n2162,4,1,2,2,2,0,s35932,T100
n2164,3,2,3,3,3,0,s35932,T100
n2165,4,1,2,2,2,0,s35932,T100
n2167,3,2,3,3,3,0,s35932,T100
n2168,4,1,2,2,2,0,s35932,T100
n2170,3,2,3,3,3,0,s35932,T100
n2171,4,1,2,2,2,0,s35932,T100
n2173,3,2,3,3,3,0,s35932,T100
n2174,4,1,2,2,2,0,s35932,T100
n2176,3,2,3,3,3,0,s35932,T100
n2177,4,1,2,2,2,0,s35932,T100
n2179,3,2,3,3,3,0,s35932,T100
n2180,4,1,2,2,2,0,s35932,T100
