net,fanin,fanout,gate_count,num_gate_types,num_instances,role,label
n4532,1,10,11,2,11,benign_or_unconfirmed,0
n4531,1,10,11,2,11,benign_or_unconfirmed,0
n4683,1,2,3,1,3,benign_or_unconfirmed,0
n4549,1,10,11,2,11,benign_or_unconfirmed,0
n4550,1,10,11,2,11,benign_or_unconfirmed,0
n4682,1,2,3,1,3,benign_or_unconfirmed,0
n4551,1,10,11,2,11,benign_or_unconfirmed,0
n4688,1,2,3,1,3,benign_or_unconfirmed,0
n4540,1,10,11,2,11,benign_or_unconfirmed,0
n4687,1,2,3,1,3,benign_or_unconfirmed,0
n4541,1,10,11,2,11,benign_or_unconfirmed,0
n4684,1,2,3,1,3,benign_or_unconfirmed,0
n4547,1,10,11,2,11,benign_or_unconfirmed,0
n4685,1,2,3,1,3,benign_or_unconfirmed,0
n4545,1,10,11,2,11,benign_or_unconfirmed,0
n4693,1,2,3,1,3,benign_or_unconfirmed,0
n4529,1,10,11,2,11,benign_or_unconfirmed,0
n4555,1,10,11,2,11,benign_or_unconfirmed,0
n4552,1,10,11,2,11,benign_or_unconfirmed,0
n4681,1,2,3,1,3,benign_or_unconfirmed,0
n4554,1,10,11,2,11,benign_or_unconfirmed,0
n4553,1,10,11,2,11,benign_or_unconfirmed,0
n4548,1,10,11,2,11,benign_or_unconfirmed,0
n4530,1,10,11,2,11,benign_or_unconfirmed,0
n4689,1,2,3,1,3,benign_or_unconfirmed,0
n4537,1,10,11,2,11,benign_or_unconfirmed,0
n4538,1,10,11,2,11,benign_or_unconfirmed,0
n4546,1,10,11,2,11,benign_or_unconfirmed,0
n4686,1,2,3,1,3,benign_or_unconfirmed,0
n4544,1,10,11,2,11,benign_or_unconfirmed,0
n4543,1,10,11,2,11,benign_or_unconfirmed,0
n4542,1,10,11,2,11,benign_or_unconfirmed,0
n4539,1,10,11,2,11,benign_or_unconfirmed,0
n4690,1,2,3,1,3,benign_or_unconfirmed,0
n4535,1,10,11,2,11,benign_or_unconfirmed,0
n4691,1,2,3,1,3,benign_or_unconfirmed,0
n4534,1,10,11,2,11,benign_or_unconfirmed,0
n4533,1,10,11,2,11,benign_or_unconfirmed,0
n4536,1,10,11,2,11,benign_or_unconfirmed,0
n4571,1,12,13,3,13,benign_or_unconfirmed,0
n3278,2,2,3,2,3,benign_or_unconfirmed,0
n4766,1,10,11,3,11,benign_or_unconfirmed,0
n4743,1,13,14,3,14,benign_or_unconfirmed,0
n4357,1,2,3,1,3,benign_or_unconfirmed,0
n4352,1,4,5,2,5,benign_or_unconfirmed,0
n4358,1,2,3,1,3,benign_or_unconfirmed,0
n4351,1,4,5,2,5,benign_or_unconfirmed,0
n4359,1,2,3,1,3,benign_or_unconfirmed,0
n4349,1,4,5,2,5,benign_or_unconfirmed,0
n4348,1,4,5,2,5,benign_or_unconfirmed,0
n4350,1,4,5,2,5,benign_or_unconfirmed,0
n4353,1,4,5,3,5,benign_or_unconfirmed,0
n4356,1,2,3,1,3,benign_or_unconfirmed,0
n4354,1,4,5,2,5,benign_or_unconfirmed,0
n4355,1,4,5,2,5,benign_or_unconfirmed,0
n4283,1,1,2,1,2,benign_or_unconfirmed,0
n2152,2,5,6,2,6,benign_or_unconfirmed,0
n4522,1,2,3,1,3,benign_or_unconfirmed,0
n4528,1,2,3,1,3,benign_or_unconfirmed,0
n4527,1,2,3,1,3,benign_or_unconfirmed,0
n4525,1,2,3,1,3,benign_or_unconfirmed,0
n4524,1,2,3,1,3,benign_or_unconfirmed,0
n4523,1,2,3,1,3,benign_or_unconfirmed,0
n4526,1,2,3,1,3,benign_or_unconfirmed,0
n4399,1,2,3,1,3,benign_or_unconfirmed,0
n4400,1,2,3,1,3,benign_or_unconfirmed,0
n4401,1,2,3,1,3,benign_or_unconfirmed,0
n4402,1,2,3,1,3,benign_or_unconfirmed,0
n4403,1,2,3,1,3,benign_or_unconfirmed,0
n4404,1,2,3,1,3,benign_or_unconfirmed,0
n4405,1,2,3,1,3,benign_or_unconfirmed,0
n4392,1,2,3,1,3,benign_or_unconfirmed,0
n4393,1,2,3,1,3,benign_or_unconfirmed,0
n4394,1,2,3,1,3,benign_or_unconfirmed,0
n4701,1,2,3,1,3,benign_or_unconfirmed,0
n4395,1,2,3,1,3,benign_or_unconfirmed,0
n4396,1,2,3,1,3,benign_or_unconfirmed,0
n4397,1,2,3,1,3,benign_or_unconfirmed,0
n4398,1,2,3,1,3,benign_or_unconfirmed,0
n4406,1,2,3,1,3,benign_or_unconfirmed,0
n4407,1,2,3,1,3,benign_or_unconfirmed,0
n4639,1,2,3,1,3,benign_or_unconfirmed,0
n4637,1,15,16,2,16,benign_or_unconfirmed,0
n4638,1,5,6,2,6,benign_or_unconfirmed,0
n4694,1,2,3,1,3,benign_or_unconfirmed,0
n4707,1,2,3,1,3,benign_or_unconfirmed,0
n4708,1,2,3,1,3,benign_or_unconfirmed,0
n4714,1,2,3,1,3,benign_or_unconfirmed,0
n4699,1,2,3,1,3,benign_or_unconfirmed,0
n4713,1,2,3,1,3,benign_or_unconfirmed,0
n4720,1,2,3,1,3,benign_or_unconfirmed,0
n4716,1,2,3,1,3,benign_or_unconfirmed,0
n4700,1,2,3,1,3,benign_or_unconfirmed,0
n4718,1,2,3,1,3,benign_or_unconfirmed,0
n4698,1,2,3,1,3,benign_or_unconfirmed,0
n4696,1,2,3,1,3,benign_or_unconfirmed,0
n4706,1,2,3,1,3,benign_or_unconfirmed,0
n4705,1,2,3,1,3,benign_or_unconfirmed,0
n4702,1,2,3,1,3,benign_or_unconfirmed,0
n4697,1,2,3,1,3,benign_or_unconfirmed,0
n4709,1,2,3,1,3,benign_or_unconfirmed,0
n4710,1,2,3,1,3,benign_or_unconfirmed,0
n4704,1,2,3,1,3,benign_or_unconfirmed,0
n4703,1,2,3,1,3,benign_or_unconfirmed,0
n4695,1,2,3,1,3,benign_or_unconfirmed,0
n4715,1,2,3,1,3,benign_or_unconfirmed,0
n4711,1,2,3,1,3,benign_or_unconfirmed,0
n4712,1,2,3,1,3,benign_or_unconfirmed,0
n4719,1,2,3,1,3,benign_or_unconfirmed,0
n4717,1,2,3,1,3,benign_or_unconfirmed,0
n4753,1,3,4,2,4,benign_or_unconfirmed,0
n4771,1,3,4,2,4,benign_or_unconfirmed,0
n4774,1,3,4,3,4,benign_or_unconfirmed,0
n2148,2,7,8,2,8,benign_or_unconfirmed,0
n4415,1,2,3,1,3,benign_or_unconfirmed,0
n4414,1,2,3,1,3,benign_or_unconfirmed,0
n4413,1,2,3,1,3,benign_or_unconfirmed,0
n4409,1,2,3,1,3,benign_or_unconfirmed,0
n4412,1,2,3,1,3,benign_or_unconfirmed,0
n4418,1,2,3,1,3,benign_or_unconfirmed,0
n4417,1,2,3,1,3,benign_or_unconfirmed,0
n4732,1,2,3,1,3,benign_or_unconfirmed,0
n4416,1,2,3,1,3,benign_or_unconfirmed,0
n4411,1,2,3,1,3,benign_or_unconfirmed,0
n4408,1,2,3,1,3,benign_or_unconfirmed,0
n4754,1,3,4,2,4,benign_or_unconfirmed,0
n4744,1,13,14,2,14,benign_or_unconfirmed,0
n4755,1,3,4,2,4,benign_or_unconfirmed,0
n4745,1,13,14,2,14,benign_or_unconfirmed,0
n4756,1,3,4,2,4,benign_or_unconfirmed,0
n4746,1,13,14,2,14,benign_or_unconfirmed,0
n4757,1,3,4,2,4,benign_or_unconfirmed,0
n4747,1,13,14,2,14,benign_or_unconfirmed,0
n4758,1,3,4,2,4,benign_or_unconfirmed,0
n4748,1,13,14,2,14,benign_or_unconfirmed,0
n4759,1,3,4,2,4,benign_or_unconfirmed,0
n4749,1,13,14,2,14,benign_or_unconfirmed,0
n4772,1,3,4,2,4,benign_or_unconfirmed,0
n4768,1,9,10,2,10,benign_or_unconfirmed,0
n4770,1,3,4,2,4,benign_or_unconfirmed,0
n4767,1,9,10,2,10,benign_or_unconfirmed,0
n4725,1,2,3,1,3,benign_or_unconfirmed,0
n4724,1,2,3,1,3,benign_or_unconfirmed,0
n4733,1,2,3,1,3,benign_or_unconfirmed,0
n4735,1,2,3,1,3,benign_or_unconfirmed,0
n4730,1,2,3,1,3,benign_or_unconfirmed,0
n4731,1,2,3,1,3,benign_or_unconfirmed,0
n4728,1,2,3,1,3,benign_or_unconfirmed,0
n4734,1,2,3,1,3,benign_or_unconfirmed,0
n4729,1,2,3,1,3,benign_or_unconfirmed,0
n4727,1,2,3,1,3,benign_or_unconfirmed,0
n4726,1,2,3,1,3,benign_or_unconfirmed,0
n4723,1,2,3,1,3,benign_or_unconfirmed,0
n4722,1,2,3,1,3,benign_or_unconfirmed,0
n4721,1,1,2,1,2,benign_or_unconfirmed,0
n4752,1,3,4,3,4,benign_or_unconfirmed,0
n4775,1,3,4,3,4,benign_or_unconfirmed,0
n4779,1,2,3,1,3,benign_or_unconfirmed,0
TM0,0,2,2,1,2,benign_or_unconfirmed,0
TM1,0,3,3,1,3,benign_or_unconfirmed,0
n4763,1,7,8,2,8,benign_or_unconfirmed,0
n4764,1,5,6,2,6,benign_or_unconfirmed,0
n4778,1,5,6,1,6,benign_or_unconfirmed,0
n4773,1,3,4,3,4,benign_or_unconfirmed,0
n4421,1,2,3,1,3,benign_or_unconfirmed,0
n4422,1,2,3,1,3,benign_or_unconfirmed,0
n4419,1,2,3,1,3,benign_or_unconfirmed,0
n4737,1,2,3,1,3,benign_or_unconfirmed,0
n4420,1,2,3,1,3,benign_or_unconfirmed,0
n4410,1,2,3,1,3,benign_or_unconfirmed,0
n4760,1,3,4,2,4,benign_or_unconfirmed,0
n4750,1,16,17,2,17,benign_or_unconfirmed,0
n4776,1,3,4,2,4,benign_or_unconfirmed,0
n4769,1,5,6,2,6,benign_or_unconfirmed,0
n4739,1,2,3,1,3,benign_or_unconfirmed,0
n4738,1,2,3,1,3,benign_or_unconfirmed,0
n4736,1,2,3,1,3,benign_or_unconfirmed,0
n4741,1,2,3,1,3,benign_or_unconfirmed,0
n4740,1,2,3,1,3,benign_or_unconfirmed,0
n4742,1,2,3,1,3,benign_or_unconfirmed,0
n4762,1,6,7,2,7,benign_or_unconfirmed,0
n4777,1,2,3,2,3,benign_or_unconfirmed,0
n4780,1,2,3,1,3,benign_or_unconfirmed,0
n4761,1,1,2,1,2,benign_or_unconfirmed,0
n4751,1,13,14,3,14,benign_or_unconfirmed,0
n2149,3,5,6,2,6,benign_or_unconfirmed,0
n1729,1,7,8,2,8,benign_or_unconfirmed,0
n4423,1,1,2,1,2,benign_or_unconfirmed,0
n3179,2,1,2,2,2,benign_or_unconfirmed,0
n2532,3,2,3,3,3,benign_or_unconfirmed,0
DATA_9_9,2,0,1,1,1,benign_or_unconfirmed,0
n3161,2,1,2,2,2,benign_or_unconfirmed,0
n2529,3,2,3,3,3,benign_or_unconfirmed,0
DATA_9_8,2,0,1,1,1,benign_or_unconfirmed,0
n3159,2,1,2,2,2,benign_or_unconfirmed,0
n2526,3,2,3,3,3,benign_or_unconfirmed,0
DATA_9_7,2,0,1,1,1,benign_or_unconfirmed,0
n3157,2,1,2,2,2,benign_or_unconfirmed,0
n2523,3,2,3,3,3,benign_or_unconfirmed,0
DATA_9_6,2,0,1,1,1,benign_or_unconfirmed,0
n3155,2,1,2,2,2,benign_or_unconfirmed,0
n2520,3,2,3,3,3,benign_or_unconfirmed,0
DATA_9_5,2,0,1,1,1,benign_or_unconfirmed,0
n3153,2,1,2,2,2,benign_or_unconfirmed,0
n2517,3,2,3,3,3,benign_or_unconfirmed,0
DATA_9_4,2,0,1,1,1,benign_or_unconfirmed,0
n3336,2,1,2,2,2,benign_or_unconfirmed,0
n2630,3,2,3,3,3,benign_or_unconfirmed,0
DATA_9_31,2,0,1,1,1,benign_or_unconfirmed,0
n3334,2,1,2,2,2,benign_or_unconfirmed,0
n2615,3,2,3,3,3,benign_or_unconfirmed,0
DATA_9_30,2,0,1,1,1,benign_or_unconfirmed,0
n3151,2,1,2,2,2,benign_or_unconfirmed,0
n2514,3,2,3,3,3,benign_or_unconfirmed,0
DATA_9_3,2,0,1,1,1,benign_or_unconfirmed,0
n3332,2,1,2,2,2,benign_or_unconfirmed,0
n2602,3,2,3,3,3,benign_or_unconfirmed,0
DATA_9_29,2,0,1,1,1,benign_or_unconfirmed,0
n3330,2,1,2,2,2,benign_or_unconfirmed,0
n2589,3,2,3,3,3,benign_or_unconfirmed,0
DATA_9_28,2,0,1,1,1,benign_or_unconfirmed,0
n3296,2,1,2,2,2,benign_or_unconfirmed,0
n2586,3,2,3,3,3,benign_or_unconfirmed,0
DATA_9_27,2,0,1,1,1,benign_or_unconfirmed,0
n3294,2,1,2,2,2,benign_or_unconfirmed,0
n2583,3,2,3,3,3,benign_or_unconfirmed,0
DATA_9_26,2,0,1,1,1,benign_or_unconfirmed,0
n3292,2,1,2,2,2,benign_or_unconfirmed,0
n2580,3,2,3,3,3,benign_or_unconfirmed,0
DATA_9_25,2,0,1,1,1,benign_or_unconfirmed,0
n3290,2,1,2,2,2,benign_or_unconfirmed,0
n2577,3,2,3,3,3,benign_or_unconfirmed,0
DATA_9_24,2,0,1,1,1,benign_or_unconfirmed,0
n3288,2,1,2,2,2,benign_or_unconfirmed,0
n2574,3,2,3,3,3,benign_or_unconfirmed,0
DATA_9_23,2,0,1,1,1,benign_or_unconfirmed,0
n3286,2,1,2,2,2,benign_or_unconfirmed,0
n2571,3,2,3,3,3,benign_or_unconfirmed,0
DATA_9_22,2,0,1,1,1,benign_or_unconfirmed,0
n3284,2,1,2,2,2,benign_or_unconfirmed,0
n2568,3,2,3,3,3,benign_or_unconfirmed,0
DATA_9_21,2,0,1,1,1,benign_or_unconfirmed,0
n3282,2,1,2,2,2,benign_or_unconfirmed,0
n2565,3,2,3,3,3,benign_or_unconfirmed,0
DATA_9_20,2,0,1,1,1,benign_or_unconfirmed,0
n3149,2,1,2,2,2,benign_or_unconfirmed,0
n2511,3,2,3,3,3,benign_or_unconfirmed,0
DATA_9_2,2,0,1,1,1,benign_or_unconfirmed,0
n3280,2,1,2,2,2,benign_or_unconfirmed,0
n2562,3,2,3,3,3,benign_or_unconfirmed,0
DATA_9_19,2,0,1,1,1,benign_or_unconfirmed,0
n3255,2,1,2,2,2,benign_or_unconfirmed,0
n2559,3,2,3,3,3,benign_or_unconfirmed,0
DATA_9_18,2,0,1,1,1,benign_or_unconfirmed,0
n3211,2,1,2,2,2,benign_or_unconfirmed,0
n2556,3,2,3,3,3,benign_or_unconfirmed,0
DATA_9_17,2,0,1,1,1,benign_or_unconfirmed,0
n3209,2,1,2,2,2,benign_or_unconfirmed,0
n2553,3,2,3,3,3,benign_or_unconfirmed,0
DATA_9_16,2,0,1,1,1,benign_or_unconfirmed,0
n3207,2,1,2,2,2,benign_or_unconfirmed,0
n2550,3,2,3,3,3,benign_or_unconfirmed,0
DATA_9_15,2,0,1,1,1,benign_or_unconfirmed,0
n3205,2,1,2,2,2,benign_or_unconfirmed,0
n2547,3,2,3,3,3,benign_or_unconfirmed,0
DATA_9_14,2,0,1,1,1,benign_or_unconfirmed,0
n3203,2,1,2,2,2,benign_or_unconfirmed,0
n2544,3,2,3,3,3,benign_or_unconfirmed,0
DATA_9_13,2,0,1,1,1,benign_or_unconfirmed,0
n3201,2,1,2,2,2,benign_or_unconfirmed,0
n2541,3,2,3,3,3,benign_or_unconfirmed,0
DATA_9_12,2,0,1,1,1,benign_or_unconfirmed,0
n3199,2,1,2,2,2,benign_or_unconfirmed,0
n2538,3,2,3,3,3,benign_or_unconfirmed,0
DATA_9_11,2,0,1,1,1,benign_or_unconfirmed,0
n3197,2,1,2,2,2,benign_or_unconfirmed,0
n2535,3,2,3,3,3,benign_or_unconfirmed,0
DATA_9_10,2,0,1,1,1,benign_or_unconfirmed,0
n3147,2,1,2,2,2,benign_or_unconfirmed,0
n2508,3,2,3,3,3,benign_or_unconfirmed,0
DATA_9_1,2,0,1,1,1,benign_or_unconfirmed,0
n3145,2,1,2,2,2,benign_or_unconfirmed,0
n2505,3,2,3,3,3,benign_or_unconfirmed,0
DATA_9_0,2,0,1,1,1,benign_or_unconfirmed,0
RESET,0,2,2,2,2,benign_or_unconfirmed,0
n4765,1,1,2,1,2,benign_or_unconfirmed,0
n3466,3,1,2,1,2,benign_or_unconfirmed,0
n3468,3,1,2,1,2,benign_or_unconfirmed,0
n3470,3,1,2,1,2,benign_or_unconfirmed,0
n3472,3,1,2,1,2,benign_or_unconfirmed,0
n3474,3,1,2,1,2,benign_or_unconfirmed,0
n3476,3,1,2,1,2,benign_or_unconfirmed,0
n3478,3,1,2,1,2,benign_or_unconfirmed,0
n3480,3,1,2,1,2,benign_or_unconfirmed,0
n3482,3,1,2,1,2,benign_or_unconfirmed,0
n3484,3,1,2,1,2,benign_or_unconfirmed,0
n3486,3,1,2,1,2,benign_or_unconfirmed,0
n3488,3,1,2,1,2,benign_or_unconfirmed,0
n3490,3,1,2,1,2,benign_or_unconfirmed,0
n3492,3,1,2,1,2,benign_or_unconfirmed,0
n3494,3,1,2,1,2,benign_or_unconfirmed,0
n3496,3,1,2,1,2,benign_or_unconfirmed,0
n3498,3,1,2,1,2,benign_or_unconfirmed,0
n3500,3,1,2,1,2,benign_or_unconfirmed,0
n3502,3,1,2,1,2,benign_or_unconfirmed,0
n3504,3,1,2,1,2,benign_or_unconfirmed,0
n3506,3,1,2,1,2,benign_or_unconfirmed,0
n3508,3,1,2,1,2,benign_or_unconfirmed,0
n3510,3,1,2,1,2,benign_or_unconfirmed,0
n3512,3,1,2,1,2,benign_or_unconfirmed,0
n3514,3,1,2,1,2,benign_or_unconfirmed,0
n3516,3,1,2,1,2,benign_or_unconfirmed,0
n3518,3,1,2,1,2,benign_or_unconfirmed,0
n3520,3,1,2,1,2,benign_or_unconfirmed,0
n3522,3,1,2,1,2,benign_or_unconfirmed,0
n3524,3,1,2,1,2,benign_or_unconfirmed,0
n3526,3,1,2,1,2,benign_or_unconfirmed,0
n3528,3,1,2,1,2,benign_or_unconfirmed,0
n2154,3,2,3,3,3,benign_or_unconfirmed,0
n3213,4,1,2,2,2,benign_or_unconfirmed,0
DATA_0_0,0,1,1,1,1,benign_or_unconfirmed,0
n2157,3,2,3,3,3,benign_or_unconfirmed,0
n3215,4,1,2,2,2,benign_or_unconfirmed,0
DATA_0_1,0,1,1,1,1,benign_or_unconfirmed,0
n2160,3,2,3,3,3,benign_or_unconfirmed,0
n3217,4,1,2,2,2,benign_or_unconfirmed,0
DATA_0_2,0,1,1,1,1,benign_or_unconfirmed,0
n2163,3,2,3,3,3,benign_or_unconfirmed,0
n3219,4,1,2,2,2,benign_or_unconfirmed,0
DATA_0_3,0,1,1,1,1,benign_or_unconfirmed,0
n2166,3,2,3,3,3,benign_or_unconfirmed,0
n3221,4,1,2,2,2,benign_or_unconfirmed,0
DATA_0_4,0,1,1,1,1,benign_or_unconfirmed,0
n2169,3,2,3,3,3,benign_or_unconfirmed,0
n3223,4,1,2,2,2,benign_or_unconfirmed,0
DATA_0_5,0,1,1,1,1,benign_or_unconfirmed,0
n2172,3,2,3,3,3,benign_or_unconfirmed,0
n3225,4,1,2,2,2,benign_or_unconfirmed,0
DATA_0_6,0,1,1,1,1,benign_or_unconfirmed,0
n2175,3,2,3,3,3,benign_or_unconfirmed,0
n3227,4,1,2,2,2,benign_or_unconfirmed,0
DATA_0_7,0,1,1,1,1,benign_or_unconfirmed,0
n2178,3,2,3,3,3,benign_or_unconfirmed,0
n3229,4,1,2,2,2,benign_or_unconfirmed,0
DATA_0_8,0,1,1,1,1,benign_or_unconfirmed,0
n2181,3,2,3,3,3,benign_or_unconfirmed,0
n3231,4,1,2,2,2,benign_or_unconfirmed,0
DATA_0_9,0,1,1,1,1,benign_or_unconfirmed,0
n2184,3,2,3,3,3,benign_or_unconfirmed,0
n3233,4,1,2,2,2,benign_or_unconfirmed,0
DATA_0_10,0,1,1,1,1,benign_or_unconfirmed,0
n2187,3,2,3,3,3,benign_or_unconfirmed,0
n3235,4,1,2,2,2,benign_or_unconfirmed,0
DATA_0_11,0,1,1,1,1,benign_or_unconfirmed,0
n2190,3,2,3,3,3,benign_or_unconfirmed,0
n3237,4,1,2,2,2,benign_or_unconfirmed,0
DATA_0_12,0,1,1,1,1,benign_or_unconfirmed,0
n2193,3,2,3,3,3,benign_or_unconfirmed,0
n3239,4,1,2,2,2,benign_or_unconfirmed,0
DATA_0_13,0,1,1,1,1,benign_or_unconfirmed,0
n2196,3,2,3,3,3,benign_or_unconfirmed,0
n3241,4,1,2,2,2,benign_or_unconfirmed,0
DATA_0_14,0,1,1,1,1,benign_or_unconfirmed,0
n2199,3,2,3,3,3,benign_or_unconfirmed,0
n3243,4,1,2,2,2,benign_or_unconfirmed,0
DATA_0_15,0,1,1,1,1,benign_or_unconfirmed,0
n2202,3,2,3,3,3,benign_or_unconfirmed,0
n3245,4,1,2,2,2,benign_or_unconfirmed,0
DATA_0_16,0,1,1,1,1,benign_or_unconfirmed,0
n2205,3,2,3,3,3,benign_or_unconfirmed,0
n3247,4,1,2,2,2,benign_or_unconfirmed,0
DATA_0_17,0,1,1,1,1,benign_or_unconfirmed,0
n2208,3,2,3,3,3,benign_or_unconfirmed,0
n3249,4,1,2,2,2,benign_or_unconfirmed,0
DATA_0_18,0,1,1,1,1,benign_or_unconfirmed,0
n2211,3,2,3,3,3,benign_or_unconfirmed,0
n3251,4,1,2,2,2,benign_or_unconfirmed,0
DATA_0_19,0,1,1,1,1,benign_or_unconfirmed,0
n2214,3,2,3,3,3,benign_or_unconfirmed,0
n3253,4,1,2,2,2,benign_or_unconfirmed,0
DATA_0_20,0,1,1,1,1,benign_or_unconfirmed,0
n2217,3,2,3,3,3,benign_or_unconfirmed,0
n3257,4,1,2,2,2,benign_or_unconfirmed,0
DATA_0_21,0,1,1,1,1,benign_or_unconfirmed,0
n2220,3,2,3,3,3,benign_or_unconfirmed,0
n3259,4,1,2,2,2,benign_or_unconfirmed,0
DATA_0_22,0,1,1,1,1,benign_or_unconfirmed,0
n2223,3,2,3,3,3,benign_or_unconfirmed,0
n3261,4,1,2,2,2,benign_or_unconfirmed,0
DATA_0_23,0,1,1,1,1,benign_or_unconfirmed,0
n2226,3,2,3,3,3,benign_or_unconfirmed,0
n3263,4,1,2,2,2,benign_or_unconfirmed,0
DATA_0_24,0,1,1,1,1,benign_or_unconfirmed,0
n2229,3,2,3,3,3,benign_or_unconfirmed,0
n3265,4,1,2,2,2,benign_or_unconfirmed,0
DATA_0_25,0,1,1,1,1,benign_or_unconfirmed,0
n2232,3,2,3,3,3,benign_or_unconfirmed,0
n3267,4,1,2,2,2,benign_or_unconfirmed,0
DATA_0_26,0,1,1,1,1,benign_or_unconfirmed,0
n2235,3,2,3,3,3,benign_or_unconfirmed,0
n3269,4,1,2,2,2,benign_or_unconfirmed,0
DATA_0_27,0,1,1,1,1,benign_or_unconfirmed,0
n2238,3,2,3,3,3,benign_or_unconfirmed,0
n3271,4,1,2,2,2,benign_or_unconfirmed,0
DATA_0_28,0,1,1,1,1,benign_or_unconfirmed,0
n2241,3,2,3,3,3,benign_or_unconfirmed,0
n3273,4,1,2,2,2,benign_or_unconfirmed,0
DATA_0_29,0,1,1,1,1,benign_or_unconfirmed,0
n2244,3,2,3,3,3,benign_or_unconfirmed,0
n3275,4,1,2,2,2,benign_or_unconfirmed,0
DATA_0_30,0,1,1,1,1,benign_or_unconfirmed,0
n2150,3,2,3,3,3,benign_or_unconfirmed,0
n2151,4,1,2,2,2,benign_or_unconfirmed,0
n2155,3,2,3,3,3,benign_or_unconfirmed,0
n2156,4,1,2,2,2,benign_or_unconfirmed,0
n2158,3,2,3,3,3,benign_or_unconfirmed,0
n2159,4,1,2,2,2,benign_or_unconfirmed,0
n2161,3,2,3,3,3,benign_or_unconfirmed,0
n2162,4,1,2,2,2,benign_or_unconfirmed,0
n2164,3,2,3,3,3,benign_or_unconfirmed,0
n2165,4,1,2,2,2,benign_or_unconfirmed,0
n2167,3,2,3,3,3,benign_or_unconfirmed,0
n2168,4,1,2,2,2,benign_or_unconfirmed,0
n2170,3,2,3,3,3,benign_or_unconfirmed,0
n2171,4,1,2,2,2,benign_or_unconfirmed,0
n2173,3,2,3,3,3,benign_or_unconfirmed,0
n2174,4,1,2,2,2,benign_or_unconfirmed,0
n2176,3,2,3,3,3,benign_or_unconfirmed,0
n2177,4,1,2,2,2,benign_or_unconfirmed,0
n2179,3,2,3,3,3,benign_or_unconfirmed,0
n2180,4,1,2,2,2,benign_or_unconfirmed,0
n2182,3,2,3,3,3,benign_or_unconfirmed,0
n2183,4,1,2,2,2,benign_or_unconfirmed,0
n2185,3,2,3,3,3,benign_or_unconfirmed,0
n2186,4,1,2,2,2,benign_or_unconfirmed,0
n2188,3,2,3,3,3,benign_or_unconfirmed,0
n2189,4,1,2,2,2,benign_or_unconfirmed,0
n2191,3,2,3,3,3,benign_or_unconfirmed,0
n2192,4,1,2,2,2,benign_or_unconfirmed,0
n2194,3,2,3,3,3,benign_or_unconfirmed,0
n2195,4,1,2,2,2,benign_or_unconfirmed,0
n2197,3,2,3,3,3,benign_or_unconfirmed,0
n2198,4,1,2,2,2,benign_or_unconfirmed,0
n2200,3,2,3,3,3,benign_or_unconfirmed,0
n2201,4,1,2,2,2,benign_or_unconfirmed,0
n2203,3,2,3,3,3,benign_or_unconfirmed,0
n2204,4,1,2,2,2,benign_or_unconfirmed,0
n2206,3,2,3,3,3,benign_or_unconfirmed,0
n2207,4,1,2,2,2,benign_or_unconfirmed,0
n2209,3,2,3,3,3,benign_or_unconfirmed,0
n2210,4,1,2,2,2,benign_or_unconfirmed,0
n2212,3,2,3,3,3,benign_or_unconfirmed,0
n2213,4,1,2,2,2,benign_or_unconfirmed,0
n2215,3,2,3,3,3,benign_or_unconfirmed,0
n2216,4,1,2,2,2,benign_or_unconfirmed,0
n2218,3,2,3,3,3,benign_or_unconfirmed,0
n2219,4,1,2,2,2,benign_or_unconfirmed,0
n2221,3,2,3,3,3,benign_or_unconfirmed,0
n2222,4,1,2,2,2,benign_or_unconfirmed,0
n2224,3,2,3,3,3,benign_or_unconfirmed,0
n2225,4,1,2,2,2,benign_or_unconfirmed,0
n2227,3,2,3,3,3,benign_or_unconfirmed,0
n2228,4,1,2,2,2,benign_or_unconfirmed,0
n2230,3,2,3,3,3,benign_or_unconfirmed,0
n2231,4,1,2,2,2,benign_or_unconfirmed,0
n2233,3,2,3,3,3,benign_or_unconfirmed,0
n2234,4,1,2,2,2,benign_or_unconfirmed,0
n2236,3,2,3,3,3,benign_or_unconfirmed,0
n2237,4,1,2,2,2,benign_or_unconfirmed,0
n2239,3,2,3,3,3,benign_or_unconfirmed,0
n2240,4,1,2,2,2,benign_or_unconfirmed,0
n2242,3,2,3,3,3,benign_or_unconfirmed,0
n2243,4,1,2,2,2,benign_or_unconfirmed,0
n2246,3,2,3,3,3,benign_or_unconfirmed,0
n2247,4,1,2,2,2,benign_or_unconfirmed,0
n2248,3,2,3,3,3,benign_or_unconfirmed,0
n2281,3,2,3,3,3,benign_or_unconfirmed,0
n2282,4,1,2,2,2,benign_or_unconfirmed,0
n2284,3,2,3,3,3,benign_or_unconfirmed,0
n2285,4,1,2,2,2,benign_or_unconfirmed,0
n2287,3,2,3,3,3,benign_or_unconfirmed,0
n2288,4,1,2,2,2,benign_or_unconfirmed,0
n2290,3,2,3,3,3,benign_or_unconfirmed,0
n2291,4,1,2,2,2,benign_or_unconfirmed,0
n2293,3,2,3,3,3,benign_or_unconfirmed,0
n2294,4,1,2,2,2,benign_or_unconfirmed,0
n2296,3,2,3,3,3,benign_or_unconfirmed,0
n2297,4,1,2,2,2,benign_or_unconfirmed,0
n2299,3,2,3,3,3,benign_or_unconfirmed,0
